"nombre","direccion","ciudad","provincia","ci"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 64","CAPILLA CENTRAL CAMPO","ROSARIO DEL TALA","Entre Ríos","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 65","EL OBISPO CAMPO","ROSARIO DEL TALA","Entre Ríos","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 66","MANSILLA SACE NORTE CAMPO","ROSARIO DEL TALA","Entre Ríos","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 67","ARTASA S/N°","BOWEN","Mendoza","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 68","AVDA. ALVEAR Y BUENOS AIRES","GENERAL ALVEAR","Mendoza","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 69","ESPEJO 423","MENDOZA","Mendoza","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 7","AVDA. GARAY 1626","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 70","BUENOS AIRES 123","SAN RAFAEL","Mendoza","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 71","TENIENTE IBAÑEZ 255","NEUQUEN","Neuquén","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 72","J.J.PASO 156","SAN CARLOS DE BARILOCHE ","Río Negro","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 73","TTE. GRAL ROCA S/N°","SAN MARTIN DE LOS ANDES","Neuquén","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 74","PASAJE L. MAURIN 2247","VILLA LUJAN","Salta","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 75","AVDA. LEANDRO N. ALEM SUD 432","SAN JUAN","San Juan","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 76","9 DE JULIO 1791/97","MERCEDES","San Luis","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 77","BELGRANO 261","ARMSTRONG","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 78","MORENO 429","ARROYO SECO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 79","ESPAÑA 169/171","CAÑADA DE GOMEZ","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 8","MARCOS SASTRE 4276","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 80","MENDOZA 158","CAPITAN BERMUDEZ","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 81","ESPAÑA 2336","CASILDA","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 82","FALUCHO 741","PAZ","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 83","JOSE INGENIEROS 883","ROSARIO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 84","FREYRE 998","ROSARIO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 85","BERMUDEZ 5465","ROSARIO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 86","GARAY 1337","ROSARIO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 87","LAPRIDA 1453","ROSARIO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 88","SAN LORENZO 2722","ROSARIO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 89","SALTA 2219","ROSARIO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 9","BELGRANO 365/67","BAHIA BLANCA","Buenos Aires","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 90","INDEPENDENCIA S/N°","SAN JAVIER","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 91","BELGRANO 929","VENADO TUERTO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 92","ALMIRANTE BROWN 845","VILLA CONSTITUCION","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 93","LAS PIEDRAS 253","SAN MIGUEL DE TUCUMAN","Tucuman","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 94","9 DE JULIO 1439","RIO CUARTO ","Córdoba","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 95","BV. PATRIA 244","SAN JERONIMO SUD","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 96","CALLE 5 BIS ENTRE 516 Y 517","RINGUELET","Buenos Aires","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 97","SARMIENTO 539","SAN GREGORIO","Santa Fe","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 98","SARAZA 2145","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","320"
"ASOCIACION DE LA IGLESIA EVANGELICA METODISTA ARGENTINA o IGLESIA EVANGELICA METODISTA ARGENTINA - FILIAL 99","BARBOSA 249","MORON","Buenos Aires","320"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL","ALLENDE 4183 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 1","S. PIRANSOLA 464","CARLOS TEJEDOR","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 10","G. BEROWN E/ M. MORENO Y J. B. ALBERDI","CAÑADA SECA","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 11","PRIMERA COLONIA E/ BME. PINTOS Y EMILIO CONESA","PORTELA","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 2","ESPAÑA 1333","PERGAMINO","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 3","FOURNIER 1778","SAN JUSTO","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 4","CALLE 3 S/N ENTRE 21 Y 22 MZA. 21, PARC. 9, LOTE 4","AMEGHINO","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 5","LAPRIDA 1676","LINCOLN","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 6","J.B.JUSTO 815","BARADERO","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 7","M53/P004/C3RA-SECC. A BAYAUCA","LINCOLN","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 8","JUAN DILLON 3618 M15/P3,6","MERLO","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL - FILIAL 9","BIANCHI 1529","SAN MARTIN","Buenos Aires","21"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL CRISTO VIENE","TUCUMÁN 440 1º OF. B ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","485"
"ASOCIACION DE LA IGLESIA EVANGELICA PENTECOSTAL JESUS ES MI REY SOBERANO","VIRREY CISNEROS 4773 ","ISIDRO CASANOVA","Buenos Aires","3343"
"ASOCIACION DE LA IGLESIA LUTERANA APOSTOLICA","CHORROARIN 1480 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","3129"
"ASOCIACION DE LA IGLESIA MISIONERA PENTECOSTAL LA PUERTA ESTRECHA","WILLIAMS MORRIS 3765 ","CASTELAR","Buenos Aires","3225"
"ASOCIACION DE LA IGLESIA PUERTA AL CIELO DE BUENOS AIRES","CNEL. APOLINARIO FIGUEROA 1870 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","3288"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA","TALCAHUANO 78 8º &quot;P&quot; ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 1","CONDARCO 183","TEMPERLEY","Buenos Aires","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 10","MANZANA 28 LOTE C","SAN IGNACIO","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 11","TIERRA FISCAL SOBRE RUTA DELICIA 3 KM. DE RUTA 14 ALTURA 403 DOS HERMANAS","BERNARDO DE IRIGOYEN","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 12","YAVEVYRY MANZANA 22 LOTE 10 BARRIO 25 DE MAYO","PUERTO LIBERTAD","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 13","MANZANA 29 LOTE D","SAN PEDRO","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 14","GENERAL ROCA SECCION CAZADOR LOTE 36 CHACRA 3","COLONIA CHICA ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 15","KM. 368 RUTA 14","TOBUNAS ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 16","LOTE 7 MANZANA 18","PIRAY ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 17","LOTE 19","COLONIA LAHARRAGUE","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 18","CORDOBA 2055","PUERTO RICO ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 19","LOTE 21/2 MANZANA D PARCELA 1 CALLE PARAGUAY S/N°","MONTECARLO","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 2","CAMARONES Y CALLE 13 BARRIO SAN JOSE","TEMPERLEY","Buenos Aires","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 20","LOTE 7 MANZANA B COLONIA JUAN P. PALACIO","PUERTO ESPAÑA","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 21","RECONQUISTA 1640","CORRIENTES","Corrientes","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 22","AV. CENTENARIO S/N° FRACCION CHACRA 125 MANZANA B LOTE 4 BARRIO SAN MIGUEL","POSADAS ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 23","REMEDIOS DE ESCALADA 504 VILLA SAN MARTIN","SAN SALVADOR DE JUJUY","Jujuy","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 24","AVDA. CORRIENTES 3019 1° PISO LOCAL 11","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 25","SANTA CATALINA 757","POSADAS","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 26","MANZANA 31 LOTE 3 VILLA NUEVA","PUERTO ESPERANZA ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 27","AVDA. SANTA CATALINA 3992","POSADAS","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 28","SARMIENTO S/N° BARRIO TIRO FEDERAL","MONTE CASEROS","Corrientes","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 29","COLONIA GISELA FRACCION C SUD ESTE BLOTE 28","MONTE DEL ÑACANGUAZU","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 3","ALBERDI 262","FLORENCIO VARELA","Buenos Aires","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 30","MANZANA A LOTE 19","PUERTO ESPERANZA ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 31","MANZANA 64 LOTE 7 BARRIO NUEVO","GARUPA ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 32","CACIQUE PARAVERA 351 LOTE 16 MANZ. 50 VILLA ALTA","PUERTO IGUAZU ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 33","LOTE 15 MANZANA K BARRIO MUNICIPAL M","SANTO PIPO ","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 4","FRACCION 88 MANZANA 41 B LOTE 7","SAN MIGUEL ","Buenos Aires","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 5","LOS ANDES 1068","PASO DE LOS LIBRES","Corrientes","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 6","TUCUMAN 147","MONTE CASEROS","Corrientes","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 7","BUENOS AIRES 33","POSADAS","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 8","CHACRA 186 LA CHOZA","POSADAS","Misiones","914"
"ASOCIACION DE LA IGLESIA UNION MISIONERA NEOTESTAMENTARIA - FILIAL 9","VENEZUELA MANZ. 25 LOTE 4","JARDIN AMERICA","Misiones","914"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS","PJE. GARBANI 559 ","BELL VILLE","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 1","SAN LUIS 1620","MONTE MAIZ ","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 10","AV. INT. ALBARRACIN S/N° ENTRE CALLE 05 Y CALLE 04","PASCANA","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 11","CALLE 03 ENTRE CALLE 09 Y AVDA. SANTA FE","COLONIA BAFE ","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 12","ESTANISLAO LOPEZ 2110","HELVECIA ","Santa Fe","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 13","CALLE 12 S/N° ENTRE CALLES 1 Y 3","ORDOÑEZ ","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 14","MENDOZA 205","CORONEL BOGADO ","Santa Fe","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 15","AVDA. SAN MARTIN S/N° ENTRE VILTIPOLCO, LIBERTAD Y BELGRANO","PURMAMARCA","Jujuy","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 16","REMEDIOS DE ESCALADA 1776","VILLA MARIA","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 17","CALLE H N° 1420","PERGAMINO ","Buenos Aires","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 18","LA RIOJA 1058","VILLA NUEVA","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 19","SAN JUAN S/N° ENTRE CORDOBA Y LA RIOJA","CRUZ ALTA","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 2","URUGUAY 734","ISLA VERDE","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 20","BOLIVAR 25 ENTRE RIVADAVIA Y MARIANO MORENO","LABORDE","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 21","ITALIA 530 ENTRE SAN JUAN Y SAN LUIS","WENCESLAO ESCALANTE","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 22","4 DE ENERO 7848 ENTRE LARREA Y PAVON","SANTA FE","Santa Fe","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 23","BELGRANO 5164 ENTRE JULIO MASSARO Y DEMETRIO SOLA","ESPERANZA ","Santa Fe","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 3","SANTA CRUZ Y SAN JUAN S/N° MANZANA 18","MONTE MAIZ ","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 4","AVELLANEDA 344","LABORDE","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 5","ROQUE SAENZ PEÑA 199","BALLESTEROS ","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 6","LA MADRID 701","JUSTINIANO POSSE ","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 7","BELGRANO 884 ENTRE SARMIENTO Y JUAN MANUEL DE ROSAS","JUSTINIANO POSSE ","Córdoba","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 8","BOSQUES 83 ENTRE GALAN Y CALILEGUA","SAN SALVADOR DE JUJUY","Jujuy","1473"
"ASOCIACION DE LA MISION EVANGELICA ASAMBLEA DE DIOS - FILIAL 9","MIGUEL JUAREZ 552 ENTRE SANTA ROSA E INTENDENTE CESPEDES","JESUS MARIA","Córdoba","1473"
"ASOCIACION DE LA PARROQUIA ORTODOXA DE ANUNCIACION DE LA SANTISIMA..","BULNES 1743 ","CAPITAL FEDERAL","Ciudad Autónoma de Buenos Aires","733"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO","ENTRE RÍOS 326 ","CÓRDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 1","SANDOVAL 7989 BARRIO QUINTAS DE ARGUELLO","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 10","BUENOS AIRES 90","VILLA MARIA DEL RIO SECO","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 11","BELGRANO 498","MALAGUEÑO","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 12","SAN GERONIMO 1286","SALDAN ","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 13","SUCRE 1600 BARRIO INDUSTRIAL","LA CALERA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 14","MAURICIO YADAROLA ESQUINA REPUBLICA BARRIO GENERAL BUSTOS","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 15","CHILE 1345","ALTA GRACIA ","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 16","NECOCHEA 2825 BARRIO VILLA REBOL","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 17","GRAHAM BELL 941 BARRIO MATIENZO","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 18","FAGNANO 189 BARRIO DON BOSCO","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 19","9 DE JULIO 1246","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 2","ESPAÑA 852","JESUS MARIA ","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 3","RANCAGUA 3554 BARRIO PATRICIO","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 4","ELPIDIO GONZALEZ 1778 BARRIO BELLA VISTA","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 5","AV. A. CAPDEVILLA 6500","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 6","ENTRE RIOS 320","CORDOBA","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 7","GUEMES 926","RIO SEGUNDO","Córdoba","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 8","CHACABUCO 445 VILLA 12 DE OCTUBRE","RAWSON","San Juan","1680"
"ASOCIACION DE LAS IGLESIAS CON LA MISION DEL EVANGELIO ETERNO - FILIAL 9","AV. 9 DE JULIO 586","SAN JUAN","San Juan","1680"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA","BAHIA BLANCA 664 ","LLAVALLOL","Buenos Aires","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 1","SAENZ PEÑA 399","DOLORES","Buenos Aires","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 10","EMILIO CIVIT LOTE 14 MANZANA 19","BOWEN","Mendoza","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 100","JOSE HERNANDEZ 2447 BARRIO CERRITO SUR","MAR DEL PLATA","Buenos Aires","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 101","ALVEAR 938","PUNTA ALTA ","Buenos Aires","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 102","MANUEL MAZA 1412","LANUS OESTE ","Buenos Aires","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 103","AVDA. GRAL. MOSCONI 1893","SAN JUSTO ","Buenos Aires","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 104","AVDA. SAN MARTIN S/N° MANZANA 18 PARCELA 5","MAURICIO MAYER ","La Pampa","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 105","PASTEUR 927","AVELLANEDA ","Buenos Aires","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 106","VELEZ SARSFIELD 3800","CORDOBA","Córdoba","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 107","LA CORUÑA 1612 BARRIO MAIPU","CORDOBA","Córdoba","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 108","BUENOS AIRES 102","CORDOBA","Córdoba","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 109","ARZOBISPO CASTELLANO 13 BARRIO MULLER","CORDOBA","Córdoba","199"
"ASOCIACION DE LAS IGLESIAS DE LOS CRISTIANOS DE LA FE EVANGELICA - FILIAL 11","COLONIA JUAN LAVALLE CHACRA 193","LAS BREÑAS","Chaco","199"
